BOWLER,O,M,R,W,Econ,WD,NB,URL,Match
Shahil Momin,1,0,8,0,8,1,1,/cricketers/shahil-momin-1046601,austria vs germany
Dieter Klein,4,0,33,1,8.25,1,0,/cricketers/dieter-klein-339095,scotland vs germany
Zahid Zadran,4,0,50,0,12.5,1,0,/cricketers/zahid-zadran-1380677,scotland vs germany
Ghulam Ahmadi,3,0,39,1,13,1,0,/cricketers/ghulam-ahmadi-1271974,scotland vs germany
Sahir Naqash,4,0,44,2,11,2,0,/cricketers/sahir-naqash-1183929,scotland vs germany
Muslim Yar,3,0,35,0,11.66,1,0,/cricketers/muslim-yar-1183927,scotland vs germany
Dylan Blignaut,2,0,28,1,14,4,0,/cricketers/dylan-blignaut-596416,scotland vs germany
Mark Watt,3,0,12,2,4,0,0,/cricketers/mark-watt-659081,scotland vs germany
Bradley Currie,2,0,15,0,7.5,2,0,/cricketers/bradley-currie-1000791,scotland vs germany
Safyaan Sharif,2,0,9,2,4.5,0,0,/cricketers/safyaan-sharif-414970,scotland vs germany
Gavin Main,2,0,8,2,4,0,0,/cricketers/gavin-main-470777,scotland vs germany
Michael Leask,1,0,11,1,11,0,0,/cricketers/michael-leask-414966,scotland vs germany
Brandon McMullen,1,0,6,0,6,0,0,/cricketers/brandon-mcmullen-949473,scotland vs germany
Julius Sumerauer,4,0,17,2,4.25,3,0,/cricketers/julius-sumerauer-1112220,austria vs jersey
Elliot Miles,3,1,20,1,6.66,0,0,/cricketers/elliot-miles-526468,austria vs jersey
Charles Perchard,4,0,22,2,5.5,0,0,/cricketers/charles-perchard-414969,austria vs jersey
Benjamin Ward,4,0,18,0,4.5,0,0,/cricketers/benjamin-ward-1112212,austria vs jersey
Dominic Blampied,1,0,12,0,12,0,0,/cricketers/dominic-blampied-470893,austria vs jersey
Harrison Carlyon,1,0,4,1,4,0,0,/cricketers/harrison-carlyon-1062706,austria vs jersey
Nick Greenwood,3,0,10,2,3.33,1,0,/cricketers/nick-greenwood-1181708,austria vs jersey
"Amit	Nathwani",2,0,22,0,11,1,0,/cricketers/amit-nathwani-1198871,austria vs jersey
Aqib Iqbal,2,0,27,1,13.5,1,0,/cricketers/aqib-iqbal-1101783,austria vs jersey
Sahel Zadran,1.2,0,11,0,8.25,1,0,/cricketers/sahel-zadran-1263723,austria vs jersey
Shahil Momin,2,0,22,0,11,0,0,/cricketers/shahil-momin-1046601,austria vs jersey
Abdullah Akbarjan,2,0,24,1,12,0,0,/cricketers/abdullah-akbarjan-1198877,austria vs jersey
Gareth Berg,4,0,24,3,6,0,0,/cricketers/gareth-berg-44394,ireland vs italy
Harry Manenti,4,0,39,3,9.75,0,1,/cricketers/harry-manenti-1323417,ireland vs italy
Jaspreet Singh,4,0,22,1,5.5,0,0,/cricketers/jaspreet-singh-1156455,ireland vs italy
Ben Manenti,3,0,30,0,10,0,0,/cricketers/ben-manenti-1065115,ireland vs italy
Crishan Kalugamage,3,0,23,0,7.66,1,0,/cricketers/crishan-kalugamage-1118836,ireland vs italy
Stefano di Bartolomeo,2,0,17,0,8.5,0,0,/cricketers/stefano-di-bartolomeo-596404,ireland vs italy
Mark Adair,4,0,33,3,8.25,1,0,/cricketers/mark-adair-526441,ireland vs italy
Josh Little,4,0,29,2,7.25,2,0,/cricketers/josh-little-928067,ireland vs italy
Barry McCarthy,4,0,34,0,8.5,1,0,/cricketers/barry-mccarthy-348059,ireland vs italy
Curtis Campher,3,0,19,1,6.33,1,0,/cricketers/curtis-campher-595921,ireland vs italy
Ben White,4,0,22,2,5.5,1,0,/cricketers/ben-white-928059,ireland vs italy
George Dockrell,1,0,12,0,12,3,0,/cricketers/george-dockrell-348034,ireland vs italy
Kenardo Fletcher,3,0,23,0,7.66,0,0,/cricketers/kenardo-fletcher-1325910,malta vs switzerland
Ali Nayyer,4,0,44,1,11,3,0,/cricketers/ali-nayyer-469203,malta vs switzerland
Afif Khattak,3,0,23,1,7.66,1,0,/cricketers/afif-khattak-1386879,malta vs switzerland
Faheem Nazir,3,0,16,1,5.33,1,0,/cricketers/faheem-nazir-1319340,malta vs switzerland
Aneesh Kumar,1,0,15,0,15,0,0,/cricketers/aneesh-kumar-1284220,malta vs switzerland
Abdullah Rana,3,0,21,2,7,0,0,/cricketers/abdullah-rana-1386878,malta vs switzerland
Arjun Vinod,3,0,16,1,5.33,0,0,/cricketers/arjun-vinod-469193,malta vs switzerland
Fanyan Mughal,3.1,0,34,0,10.73,0,0,/cricketers/fanyan-mughal-492687,malta vs switzerland
Waqas Ahmad,4,0,38,0,9.5,0,0,/cricketers/waqas-ahmad-1386559,malta vs switzerland
Waseem Abbas,4,0,34,3,8.5,0,1,/cricketers/waseem-abbas-1204010,malta vs switzerland
Eldhose Mathew,4,0,31,1,7.75,0,0,/cricketers/eldhose-mathew-1386554,malta vs switzerland
Varun Thamotharam,2,0,16,0,8,2,0,/cricketers/varun-thamotharam-1233044,malta vs switzerland
Bikram Arora,1,0,11,0,11,0,0,/cricketers/bikram-arora-1178905,malta vs switzerland
Taskin Ahmed,4,0,33,3,8.25,2,0,/cricketers/taskin-ahmed-538506,bangladesh vs afghanistan
Hasan Mahmud,3,0,20,0,6.66,2,0,/cricketers/hasan-mahmud-926629,bangladesh vs afghanistan
Nasum Ahmed,4,0,15,0,3.75,0,0,/cricketers/nasum-ahmed-348049,bangladesh vs afghanistan
Mustafizur Rahman,3,0,30,2,10,2,0,/cricketers/mustafizur-rahman-330902,bangladesh vs afghanistan
Shakib Al Hasan,3,0,15,2,5,0,0,/cricketers/shakib-al-hasan-56143,bangladesh vs afghanistan
Fazalhaq Farooqi,3,0,19,0,6.33,1,0,/cricketers/fazalhaq-farooqi-974175,bangladesh vs afghanistan
Wafadar Momand,2.1,0,30,0,13.84,2,0,/cricketers/wafadar-momand-973945,bangladesh vs afghanistan
Mujeeb Ur Rahman,4,0,28,2,7,2,0,/cricketers/mujeeb-ur-rahman-974109,bangladesh vs afghanistan
Rashid Khan,4,0,19,0,4.75,0,0,/cricketers/rashid-khan-793463,bangladesh vs afghanistan
Azmatullah Omarzai,3,0,17,2,5.66,1,0,/cricketers/azmatullah-omarzai-819429,bangladesh vs afghanistan
Gaurav Mishra,3,0,18,2,6,1,0,/cricketers/gaurav-mishra-1314061,luxembourg vs romania
Shantanu Vashisht,4,0,21,1,5.25,2,0,/cricketers/shantanu-vashisht-1198949,luxembourg vs romania
Manmeet Koli,4,0,20,2,5,0,0,/cricketers/manmeet-koli-1323423,luxembourg vs romania
Vasu Saini,2,0,29,0,14.5,1,1,/cricketers/vasu-saini-1236048,luxembourg vs romania
Taranjeet Singh,4,0,24,3,6,1,0,/cricketers/taranjeet-singh-1236495,luxembourg vs romania
Cosmin Zavoiu,2,0,21,1,10.5,3,0,/cricketers/cosmin-zavoiu-1198938,luxembourg vs romania
Rajesh Kumar,1,0,15,0,15,1,0,/cricketers/rajesh-kumar-1198945,luxembourg vs romania
Ankush Nanda,3,0,24,1,8,1,0,/cricketers/ankush-nanda-1198917,luxembourg vs romania
Mohit Dixit,2,0,7,1,3.5,0,0,/cricketers/mohit-dixit-1198920,luxembourg vs romania
Pankaj Malav,4,0,34,0,8.5,0,0,/cricketers/pankaj-malav-1230624,luxembourg vs romania
Amit Dhingra,2.3,0,20,0,8,1,0,/cricketers/amit-dhingra-1275733,luxembourg vs romania
Vikram Vijh,3,0,39,0,13,0,0,/cricketers/vikram-vijh-1198915,luxembourg vs romania
Anoop Orsu,2,0,27,0,13.5,1,1,/cricketers/anoop-orsu-1319478,luxembourg vs romania
Fanyan Mughal,3,0,10,1,3.33,3,0,/cricketers/fanyan-mughal-492687,malta vs france
Waqas Ahmad,3.3,0,11,5,3.14,1,0,/cricketers/waqas-ahmad-1386559,malta vs france
Waseem Abbas,3,0,20,0,6.66,1,0,/cricketers/waseem-abbas-1204010,malta vs france
Bikram Arora,4,0,19,1,4.75,1,0,/cricketers/bikram-arora-1178905,malta vs france
Eldhose Mathew,3,0,17,2,5.66,2,1,/cricketers/eldhose-mathew-1386554,malta vs france
Dawood Ahmadzai,2,0,16,0,8,0,0,/cricketers/dawood-ahmadzai-1271983,malta vs france
Pirakajan Pirabakaran,2,0,22,1,11,3,0,/cricketers/pirakajan-pirabakaran-1325903,malta vs france
Rohullah Mangal,1,0,25,0,25,1,1,/cricketers/rohullah-mangal-1325902,malta vs france
Ibrahim Jabarkhel,3,0,4,0,1.33,0,0,/cricketers/ibrahim-jabarkhel-1271982,malta vs france
Rahmatullah Mangal,2.1,0,14,1,6.46,0,0,/cricketers/rahmatullah-mangal-1271986,malta vs france
Ankush Nanda,4,0,42,1,10.5,1,0,/cricketers/ankush-nanda-1198917,france vs luxembourg
Eliyas Jabarkhel,3.4,0,20,1,5.45,0,0,/cricketers/eliyas-jabarkhel-1334196,france vs luxembourg
Mohit Dixit,4,0,34,2,8.5,1,0,/cricketers/mohit-dixit-1198920,france vs luxembourg
Pankaj Malav,3.2,0,37,1,11.1,1,0,/cricketers/pankaj-malav-1230624,france vs luxembourg
Vikram Vijh,4,0,42,0,10.5,1,0,/cricketers/vikram-vijh-1198915,france vs luxembourg
Anoop Orsu,1,0,11,0,11,1,0,/cricketers/anoop-orsu-1319478,france vs luxembourg
Noman Amjad,3.5,0,32,1,8.34,1,1,/cricketers/noman-amjad-1153719,france vs luxembourg
Rahmatullah Mangal,3,0,16,1,5.33,3,0,/cricketers/rahmatullah-mangal-1271986,france vs luxembourg
Shayam Warnakulasuriya,2,0,34,1,17,0,1,/cricketers/shayam-warnakulasuriya-1386550,france vs luxembourg
Zain Ahmad,2,0,19,0,9.5,1,0,/cricketers/zain-ahmad-1195659,france vs luxembourg
Dawood Ahmadzai,3,0,37,2,12.33,0,0,/cricketers/dawood-ahmadzai-1271983,france vs luxembourg
Rohullah Mangal,3,0,32,1,10.66,1,0,/cricketers/rohullah-mangal-1325902,france vs luxembourg
Usman Khan,2,0,20,0,10,0,0,/cricketers/usman-khan-467829,france vs luxembourg
Ashwin Vinod,1,0,14,0,14,0,0,/cricketers/ashwin-vinod-1284223,malta vs switzerland
Ali Nayyer,4,0,23,1,5.75,3,2,/cricketers/ali-nayyer-469203,malta vs switzerland
Kenardo Fletcher,4,0,24,4,6,2,0,/cricketers/kenardo-fletcher-1325910,malta vs switzerland
Faheem Nazir,3,0,21,1,7,0,0,/cricketers/faheem-nazir-1319340,malta vs switzerland
Aneesh Kumar,4,0,36,0,9,0,0,/cricketers/aneesh-kumar-1284220,malta vs switzerland
Abdullah Rana,3,0,23,3,7.66,2,0,/cricketers/abdullah-rana-1386878,malta vs switzerland
Arjun Vinod,1,0,11,0,11,0,0,/cricketers/arjun-vinod-469193,malta vs switzerland
Ashok Bishnoi,3.2,0,19,1,5.7,4,0,/cricketers/ashok-bishnoi-1268920,malta vs switzerland
Fanyan Mughal,4,0,35,0,8.75,0,0,/cricketers/fanyan-mughal-492687,malta vs switzerland
Waqas Ahmad,4,0,44,2,11,0,1,/cricketers/waqas-ahmad-1386559,malta vs switzerland
Jaswinder Singh,2,0,21,0,10.5,0,0,/cricketers/jaswinder-singh-1387465,malta vs switzerland
Eldhose Mathew,3,0,34,0,11.33,2,0,/cricketers/eldhose-mathew-1386554,malta vs switzerland
Ankush Nanda,3,0,27,0,9,3,0,/cricketers/ankush-nanda-1198917,luxembourg vs romania
Eliyas Jabarkhel,4,0,39,1,9.75,2,0,/cricketers/eliyas-jabarkhel-1334196,luxembourg vs romania
Mohit Dixit,4,0,40,1,10,1,0,/cricketers/mohit-dixit-1198920,luxembourg vs romania
Pankaj Malav,3,0,16,0,5.33,1,0,/cricketers/pankaj-malav-1230624,luxembourg vs romania
Vikram Vijh,4,0,24,2,6,0,0,/cricketers/vikram-vijh-1198915,luxembourg vs romania
Anoop Orsu,2,0,15,1,7.5,1,0,/cricketers/anoop-orsu-1319478,luxembourg vs romania
Gaurav Mishra,2,0,19,1,9.5,3,0,/cricketers/gaurav-mishra-1314061,luxembourg vs romania
Shantanu Vashisht,3,0,34,0,11.33,1,0,/cricketers/shantanu-vashisht-1198949,luxembourg vs romania
Manmeet Koli,4,0,41,1,10.25,0,0,/cricketers/manmeet-koli-1323423,luxembourg vs romania
Rajesh Kumar,1,0,14,0,14,0,0,/cricketers/rajesh-kumar-1198945,luxembourg vs romania
Taranjeet Singh,4,0,30,0,7.5,1,0,/cricketers/taranjeet-singh-1236495,luxembourg vs romania
Vasu Saini,3,0,15,1,5,0,0,/cricketers/vasu-saini-1236048,luxembourg vs romania
Pratham Hingorani,0.3,0,7,0,14,0,0,/cricketers/pratham-hingorani-1386883,luxembourg vs romania
Ashwin Vinod,4,1,19,1,4.75,2,0,/cricketers/ashwin-vinod-1284223,france vs switzerland
Ali Nayyer,3,0,29,1,9.66,2,2,/cricketers/ali-nayyer-469203,france vs switzerland
Kenardo Fletcher,3,0,17,0,5.66,0,0,/cricketers/kenardo-fletcher-1325910,france vs switzerland
Aneesh Kumar,4,0,18,1,4.5,0,0,/cricketers/aneesh-kumar-1284220,france vs switzerland
Arjun Vinod,2,0,15,0,7.5,0,0,/cricketers/arjun-vinod-469193,france vs switzerland
Faheem Nazir,2,0,27,1,13.5,1,0,/cricketers/faheem-nazir-1319340,france vs switzerland
Abdullah Rana,2,0,22,0,11,1,1,/cricketers/abdullah-rana-1386878,france vs switzerland
Noman Amjad,3,0,22,0,7.33,0,0,/cricketers/noman-amjad-1153719,france vs switzerland
Shayam Warnakulasuriya,2,0,16,0,8,2,0,/cricketers/shayam-warnakulasuriya-1386550,france vs switzerland
Rahmatullah Mangal,2,0,28,0,14,3,0,/cricketers/rahmatullah-mangal-1271986,france vs switzerland
Dawood Ahmadzai,4,0,20,0,5,0,0,/cricketers/dawood-ahmadzai-1271983,france vs switzerland
Usman Khan,4,0,22,0,5.5,0,0,/cricketers/usman-khan-467829,france vs switzerland
Zain Ahmad,2,0,18,2,9,0,0,/cricketers/zain-ahmad-1195659,france vs switzerland
Rohullah Mangal,3,0,24,2,8,1,0,/cricketers/rohullah-mangal-1325902,france vs switzerland
Nasum Ahmed,3,0,20,1,6.66,0,0,/cricketers/nasum-ahmed-348049,bangladesh vs afghanistan
Taskin Ahmed,4,0,29,1,7.25,0,0,/cricketers/taskin-ahmed-538506,bangladesh vs afghanistan
Shoriful Islam,3,0,30,1,10,1,0,/cricketers/shoriful-islam-990039,bangladesh vs afghanistan
Shakib Al Hasan,4,0,27,2,6.75,0,0,/cricketers/shakib-al-hasan-56143,bangladesh vs afghanistan
Mustafizur Rahman,4,0,31,1,7.75,1,0,/cricketers/mustafizur-rahman-330902,bangladesh vs afghanistan
Mehidy Hasan Miraz,2,0,13,1,6.5,0,0,/cricketers/mehidy-hasan-miraz-629063,bangladesh vs afghanistan
Fazalhaq Farooqi,4,0,36,1,9,1,0,/cricketers/fazalhaq-farooqi-974175,bangladesh vs afghanistan
Mujeeb Ur Rahman,4,0,22,1,5.5,1,0,/cricketers/mujeeb-ur-rahman-974109,bangladesh vs afghanistan
Azmatullah Omarzai,3,0,34,1,11.33,2,0,/cricketers/azmatullah-omarzai-819429,bangladesh vs afghanistan
Rashid Khan,4,0,24,1,6,0,0,/cricketers/rashid-khan-793463,bangladesh vs afghanistan
Fareed Ahmad,2,0,17,1,8.5,0,0,/cricketers/fareed-ahmad-568136,bangladesh vs afghanistan
Mohammad Nabi,1,0,8,0,8,0,0,/cricketers/mohammad-nabi-25913,bangladesh vs afghanistan
Karim Janat,1.5,0,15,3,8.18,1,0,/cricketers/karim-janat-793467,bangladesh vs afghanistan
Gaurav Mishra,4,0,31,0,7.75,1,0,/cricketers/gaurav-mishra-1314061,malta vs romania
Shantanu Vashisht,4,0,29,3,7.25,1,0,/cricketers/shantanu-vashisht-1198949,malta vs romania
Manmeet Koli,4,0,42,1,10.5,2,0,/cricketers/manmeet-koli-1323423,malta vs romania
Taranjeet Singh,4,0,46,0,11.5,0,0,/cricketers/taranjeet-singh-1236495,malta vs romania
Vasu Saini,4,0,39,2,9.75,1,0,/cricketers/vasu-saini-1236048,malta vs romania
Fanyan Mughal,4,0,29,2,7.25,5,0,/cricketers/fanyan-mughal-492687,malta vs romania
Ashok Bishnoi,3,0,30,1,10,0,1,/cricketers/ashok-bishnoi-1268920,malta vs romania
Waqas Ahmad,2,0,16,0,8,1,0,/cricketers/waqas-ahmad-1386559,malta vs romania
Waseem Abbas,3,0,25,0,8.33,1,0,/cricketers/waseem-abbas-1204010,malta vs romania
Bikram Arora,4,0,22,2,5.5,0,0,/cricketers/bikram-arora-1178905,malta vs romania
Eldhose Mathew,4,0,23,3,5.75,1,0,/cricketers/eldhose-mathew-1386554,malta vs romania
Ashwin Vinod,4,0,19,1,4.75,2,0,/cricketers/ashwin-vinod-1284223,luxembourg vs switzerland
Ali Nayyer,2,0,14,0,7,5,0,/cricketers/ali-nayyer-469203,luxembourg vs switzerland
Kenardo Fletcher,4,0,16,2,4,1,0,/cricketers/kenardo-fletcher-1325910,luxembourg vs switzerland
Aneesh Kumar,4,0,26,1,6.5,0,0,/cricketers/aneesh-kumar-1284220,luxembourg vs switzerland
Arjun Vinod,3,0,17,0,5.66,0,0,/cricketers/arjun-vinod-469193,luxembourg vs switzerland
Abdullah Rana,3,0,21,3,7,0,0,/cricketers/abdullah-rana-1386878,luxembourg vs switzerland
Ankush Nanda,3,0,22,1,7.33,0,0,/cricketers/ankush-nanda-1198917,luxembourg vs switzerland
Eliyas Jabarkhel,4,1,22,0,5.5,4,0,/cricketers/eliyas-jabarkhel-1334196,luxembourg vs switzerland
Mohit Dixit,3,0,26,0,8.66,2,0,/cricketers/mohit-dixit-1198920,luxembourg vs switzerland
Vikram Vijh,2.4,0,28,0,10.5,1,0,/cricketers/vikram-vijh-1198915,luxembourg vs switzerland
Amit Dhingra,3,0,20,1,6.66,0,0,/cricketers/amit-dhingra-1275733,luxembourg vs switzerland
Shantanu Vashisht,4,0,24,2,6,1,1,/cricketers/shantanu-vashisht-1198949,france vs romania
Manmeet Koli,4,0,32,1,8,8,0,/cricketers/manmeet-koli-1323423,france vs romania
Taranjeet Singh,2,0,18,0,9,0,0,/cricketers/taranjeet-singh-1236495,france vs romania
Sudeep Thakur,4,0,36,0,9,0,0,/cricketers/sudeep-thakur-1267510,france vs romania
Vasu Saini,2,0,32,0,16,0,0,/cricketers/vasu-saini-1236048,france vs romania
Pratham Hingorani,2,0,16,0,8,1,0,/cricketers/pratham-hingorani-1386883,france vs romania
Rajesh Kumar,2,0,28,0,14,0,0,/cricketers/rajesh-kumar-1198945,france vs romania
Noman Amjad,2,0,17,1,8.5,0,0,/cricketers/noman-amjad-1153719,france vs romania
Shayam Warnakulasuriya,2,0,27,0,13.5,1,0,/cricketers/shayam-warnakulasuriya-1386550,france vs romania
Rahmatullah Mangal,2,0,10,1,5,0,0,/cricketers/rahmatullah-mangal-1271986,france vs romania
Dawood Ahmadzai,4,1,11,3,2.75,0,0,/cricketers/dawood-ahmadzai-1271983,france vs romania
Zain Ahmad,4,0,13,2,3.25,1,0,/cricketers/zain-ahmad-1195659,france vs romania
Gustav Mckeon,2.1,1,7,1,3.23,1,0,/cricketers/gustav-mckeon-1325904,france vs romania
Rohullah Mangal,2,0,15,2,7.5,3,0,/cricketers/rohullah-mangal-1325902,france vs romania
Ashwin Vinod,4,0,24,0,6,2,0,/cricketers/ashwin-vinod-1284223,romania vs switzerland
Ali Nayyer,4,0,28,0,7,1,1,/cricketers/ali-nayyer-469203,romania vs switzerland
Kenardo Fletcher,3,0,21,1,7,1,0,/cricketers/kenardo-fletcher-1325910,romania vs switzerland
Aneesh Kumar,4,0,30,0,7.5,0,0,/cricketers/aneesh-kumar-1284220,romania vs switzerland
Faheem Nazir,3,0,14,2,4.66,0,0,/cricketers/faheem-nazir-1319340,romania vs switzerland
Arjun Vinod,2,0,13,0,6.5,0,0,/cricketers/arjun-vinod-469193,romania vs switzerland
Shantanu Vashisht,3,0,23,0,7.66,0,0,/cricketers/shantanu-vashisht-1198949,romania vs switzerland
Manmeet Koli,3.4,0,24,2,6.54,0,0,/cricketers/manmeet-koli-1323423,romania vs switzerland
Taranjeet Singh,3,0,21,0,7,0,0,/cricketers/taranjeet-singh-1236495,romania vs switzerland
Rajesh Kumar,1,0,15,0,15,0,0,/cricketers/rajesh-kumar-1198945,romania vs switzerland
Vasu Saini,3,0,19,0,6.33,0,0,/cricketers/vasu-saini-1236048,romania vs switzerland
Sudeep Thakur,4,0,36,2,9,0,0,/cricketers/sudeep-thakur-1267510,romania vs switzerland
Fanyan Mughal,4,0,17,0,4.25,2,0,/cricketers/fanyan-mughal-492687,malta vs luxembourg
Waqas Ahmad,4,1,18,3,4.5,0,0,/cricketers/waqas-ahmad-1386559,malta vs luxembourg
Waseem Abbas,4,0,32,0,8,0,0,/cricketers/waseem-abbas-1204010,malta vs luxembourg
Yash Singh,2,0,26,0,13,0,0,/cricketers/yash-singh-1096090,malta vs luxembourg
Eldhose Mathew,4,0,43,1,10.75,3,0,/cricketers/eldhose-mathew-1386554,malta vs luxembourg
Bikram Arora,1,0,22,1,22,1,0,/cricketers/bikram-arora-1178905,malta vs luxembourg
Varun Thamotharam,1,0,13,0,13,2,0,/cricketers/varun-thamotharam-1233044,malta vs luxembourg
Ankush Nanda,3,0,32,0,10.66,0,0,/cricketers/ankush-nanda-1198917,malta vs luxembourg
Eliyas Jabarkhel,4,0,41,0,10.25,2,0,/cricketers/eliyas-jabarkhel-1334196,malta vs luxembourg
Mohit Dixit,4,0,26,2,6.5,1,0,/cricketers/mohit-dixit-1198920,malta vs luxembourg
Amit Dhingra,3.2,0,37,0,11.1,1,0,/cricketers/amit-dhingra-1275733,malta vs luxembourg
Shiv Gill,1,0,12,0,12,2,0,/cricketers/shiv-gill-1318875,malta vs luxembourg
Vikram Vijh,3,0,19,1,6.33,0,0,/cricketers/vikram-vijh-1198915,malta vs luxembourg
Fanyan Mughal,4,0,29,0,7.25,1,0,/cricketers/fanyan-mughal-492687,malta vs france
Waseem Abbas,4,1,29,1,7.25,1,0,/cricketers/waseem-abbas-1204010,malta vs france
Waqas Ahmad,4,0,37,0,9.25,0,0,/cricketers/waqas-ahmad-1386559,malta vs france
Varun Thamotharam,1,0,10,0,10,0,0,/cricketers/varun-thamotharam-1233044,malta vs france
Imran Ameer,3,0,19,2,6.33,0,0,/cricketers/imran-ameer-1314048,malta vs france
Eldhose Mathew,4,0,27,3,6.75,0,1,/cricketers/eldhose-mathew-1386554,malta vs france
Noman Amjad,3,0,19,0,6.33,2,0,/cricketers/noman-amjad-1153719,malta vs france
Shayam Warnakulasuriya,3,0,18,2,6,2,0,/cricketers/shayam-warnakulasuriya-1386550,malta vs france
Rahmatullah Mangal,4,0,28,2,7,1,0,/cricketers/rahmatullah-mangal-1271986,malta vs france
Dawood Ahmadzai,4,0,26,2,6.5,0,0,/cricketers/dawood-ahmadzai-1271983,malta vs france
Rohullah Mangal,1,0,12,0,12,0,0,/cricketers/rohullah-mangal-1325902,malta vs france
Usman Khan,3.2,0,17,4,5.1,1,0,/cricketers/usman-khan-467829,malta vs france
Noman Amjad,3,0,13,1,4.33,1,0,/cricketers/noman-amjad-1153719,france vs luxembourg
Shayam Warnakulasuriya,4,1,27,0,6.75,3,0,/cricketers/shayam-warnakulasuriya-1386550,france vs luxembourg
Usman Khan,3,0,15,2,5,2,0,/cricketers/usman-khan-467829,france vs luxembourg
Dawood Ahmadzai,1,0,15,0,15,0,0,/cricketers/dawood-ahmadzai-1271983,france vs luxembourg
Pirakajan Pirabakaran,1,0,11,2,11,0,0,/cricketers/pirakajan-pirabakaran-1325903,france vs luxembourg
Ibrahim Jabarkhel,3,0,14,1,4.66,0,0,/cricketers/ibrahim-jabarkhel-1271982,france vs luxembourg
Rahmatullah Mangal,3.4,0,12,4,3.27,0,0,/cricketers/rahmatullah-mangal-1271986,france vs luxembourg
Ankush Nanda,2,0,9,1,4.5,1,0,/cricketers/ankush-nanda-1198917,france vs luxembourg
Eliyas Jabarkhel,3,0,35,0,11.66,0,1,/cricketers/eliyas-jabarkhel-1334196,france vs luxembourg
Amit Dhingra,2,0,16,0,8,0,0,/cricketers/amit-dhingra-1275733,france vs luxembourg
Pankaj Malav,2,0,19,0,9.5,1,0,/cricketers/pankaj-malav-1230624,france vs luxembourg
Girish Venkateswaran,2,0,27,0,13.5,0,0,/cricketers/girish-venkateswaran-1198921,france vs luxembourg
Vikram Vijh,0.2,0,7,0,21,0,0,/cricketers/vikram-vijh-1198915,france vs luxembourg
Ankush Nanda,4,0,22,2,5.5,1,0,/cricketers/ankush-nanda-1198917,malta vs luxembourg
Eliyas Jabarkhel,4,0,28,1,7,4,0,/cricketers/eliyas-jabarkhel-1334196,malta vs luxembourg
Pankaj Malav,4,0,37,1,9.25,0,0,/cricketers/pankaj-malav-1230624,malta vs luxembourg
Mohit Dixit,4,0,38,0,9.5,1,0,/cricketers/mohit-dixit-1198920,malta vs luxembourg
Vikram Vijh,4,0,35,1,8.75,1,0,/cricketers/vikram-vijh-1198915,malta vs luxembourg
Jaison Jerome,2,0,25,0,12.5,1,0,/cricketers/jaison-jerome-1314205,malta vs luxembourg
Waqas Ahmad,4,0,25,3,6.25,1,0,/cricketers/waqas-ahmad-1386559,malta vs luxembourg
Waseem Abbas,4,0,41,1,10.25,1,0,/cricketers/waseem-abbas-1204010,malta vs luxembourg
Justin Shaju,3,0,20,0,6.66,1,0,/cricketers/justin-shaju-1274047,malta vs luxembourg
Varun Thamotharam,2,0,17,0,8.5,4,0,/cricketers/varun-thamotharam-1233044,malta vs luxembourg
Bikram Arora,2,0,17,0,8.5,1,0,/cricketers/bikram-arora-1178905,malta vs luxembourg
Yash Singh,3,0,16,1,5.33,0,0,/cricketers/yash-singh-1096090,malta vs luxembourg
Ankush Nanda,4,0,33,1,8.25,4,0,/cricketers/ankush-nanda-1198917,france vs luxembourg
Eliyas Jabarkhel,4,0,34,1,8.5,2,1,/cricketers/eliyas-jabarkhel-1334196,france vs luxembourg
Pankaj Malav,4,0,30,2,7.5,0,0,/cricketers/pankaj-malav-1230624,france vs luxembourg
Amit Dhingra,3,0,30,0,10,0,0,/cricketers/amit-dhingra-1275733,france vs luxembourg
Vikram Vijh,3,0,24,0,8,0,0,/cricketers/vikram-vijh-1198915,france vs luxembourg
